DataType,SortType,ArraySize,Threshold,Time_us
Reversed,Hybrid,17000,50,200.6
Reversed,Hybrid,17000,100,265.4
AlmostSorted,Standard,17000,0,513.6
AlmostSorted,Hybrid,17000,5,242.4
AlmostSorted,Hybrid,17000,10,191
AlmostSorted,Hybrid,17000,20,160.4
AlmostSorted,Hybrid,17000,30,156.4
AlmostSorted,Hybrid,17000,50,139.6
AlmostSorted,Hybrid,17000,100,123.6
Random,Standard,17500,0,1124.4
Random,Hybrid,17500,5,813.6
Random,Hybrid,17500,10,737.4
Random,Hybrid,17500,20,690
Random,Hybrid,17500,30,683
Random,Hybrid,17500,50,664
Random,Hybrid,17500,100,649
Reversed,Standard,17500,0,520.8
Reversed,Hybrid,17500,5,248.6
Reversed,Hybrid,17500,10,204
Reversed,Hybrid,17500,20,190.2
Reversed,Hybrid,17500,30,187.4
Reversed,Hybrid,17500,50,210
Reversed,Hybrid,17500,100,332.4
AlmostSorted,Standard,17500,0,548.8
AlmostSorted,Hybrid,17500,5,247.2
AlmostSorted,Hybrid,17500,10,198
AlmostSorted,Hybrid,17500,20,163.2
AlmostSorted,Hybrid,17500,30,164.8
AlmostSorted,Hybrid,17500,50,143.6
AlmostSorted,Hybrid,17500,100,135.6
Random,Standard,18000,0,1159.8
Random,Hybrid,18000,5,943.8
Random,Hybrid,18000,10,771.4
Random,Hybrid,18000,20,723.8
Random,Hybrid,18000,30,706.4
Random,Hybrid,18000,50,695
Random,Hybrid,18000,100,644.2
Reversed,Standard,18000,0,524.4
Reversed,Hybrid,18000,5,262.6
Reversed,Hybrid,18000,10,208
Reversed,Hybrid,18000,20,201.4
Reversed,Hybrid,18000,30,213.2
Reversed,Hybrid,18000,50,224.4
Reversed,Hybrid,18000,100,311.4
AlmostSorted,Standard,18000,0,561.6
AlmostSorted,Hybrid,18000,5,265.8
AlmostSorted,Hybrid,18000,10,207.6
AlmostSorted,Hybrid,18000,20,185.8
AlmostSorted,Hybrid,18000,30,185
AlmostSorted,Hybrid,18000,50,157
AlmostSorted,Hybrid,18000,100,140.4
Random,Standard,18500,0,1209
Random,Hybrid,18500,5,899
Random,Hybrid,18500,10,810.6
Random,Hybrid,18500,20,820.2
Random,Hybrid,18500,30,728.8
Random,Hybrid,18500,50,802
Random,Hybrid,18500,100,684.6
Reversed,Standard,18500,0,554
Reversed,Hybrid,18500,5,258.8
Reversed,Hybrid,18500,10,212.2
Reversed,Hybrid,18500,20,205
Reversed,Hybrid,18500,30,213.2
Reversed,Hybrid,18500,50,229
Reversed,Hybrid,18500,100,333.6
AlmostSorted,Standard,18500,0,585
AlmostSorted,Hybrid,18500,5,263.8
AlmostSorted,Hybrid,18500,10,217.4
AlmostSorted,Hybrid,18500,20,189.8
AlmostSorted,Hybrid,18500,30,172.2
AlmostSorted,Hybrid,18500,50,155.6
AlmostSorted,Hybrid,18500,100,146
Random,Standard,19000,0,1241.2
Random,Hybrid,19000,5,910.2
Random,Hybrid,19000,10,811.2
Random,Hybrid,19000,20,767.2
Random,Hybrid,19000,30,763.6
Random,Hybrid,19000,50,780.2
Random,Hybrid,19000,100,735.8
Reversed,Standard,19000,0,563.2
Reversed,Hybrid,19000,5,264.6
Reversed,Hybrid,19000,10,222
Reversed,Hybrid,19000,20,232
Reversed,Hybrid,19000,30,233.4
Reversed,Hybrid,19000,50,239.6
Reversed,Hybrid,19000,100,322.2
AlmostSorted,Standard,19000,0,568.2
AlmostSorted,Hybrid,19000,5,258.6
AlmostSorted,Hybrid,19000,10,206
AlmostSorted,Hybrid,19000,20,175
AlmostSorted,Hybrid,19000,30,177.2
AlmostSorted,Hybrid,19000,50,154.2
AlmostSorted,Hybrid,19000,100,136.6
Random,Standard,19500,0,1372.8
Random,Hybrid,19500,5,906.4
Random,Hybrid,19500,10,824.8
Random,Hybrid,19500,20,925.4
Random,Hybrid,19500,30,767
Random,Hybrid,19500,50,719.2
Random,Hybrid,19500,100,715
Reversed,Standard,19500,0,571.8
Reversed,Hybrid,19500,5,266
Reversed,Hybrid,19500,10,221.4
Reversed,Hybrid,19500,20,214.4
Reversed,Hybrid,19500,30,211.4
Reversed,Hybrid,19500,50,240.8
Reversed,Hybrid,19500,100,337.6
AlmostSorted,Standard,19500,0,585.6
AlmostSorted,Hybrid,19500,5,268.2
AlmostSorted,Hybrid,19500,10,216.4
AlmostSorted,Hybrid,19500,20,180.8
AlmostSorted,Hybrid,19500,30,180.8
AlmostSorted,Hybrid,19500,50,166.2
AlmostSorted,Hybrid,19500,100,141.6
Random,Standard,20000,0,1288.6
Random,Hybrid,20000,5,928.6
Random,Hybrid,20000,10,852
Random,Hybrid,20000,20,786.6
Random,Hybrid,20000,30,786.4
Random,Hybrid,20000,50,752.6
Random,Hybrid,20000,100,731.4
Reversed,Standard,20000,0,580.4
Reversed,Hybrid,20000,5,270.2
Reversed,Hybrid,20000,10,235.8
Reversed,Hybrid,20000,20,216.6
Reversed,Hybrid,20000,30,220.4
Reversed,Hybrid,20000,50,253.2
Reversed,Hybrid,20000,100,348.4
AlmostSorted,Standard,20000,0,646.6
AlmostSorted,Hybrid,20000,5,359.2
AlmostSorted,Hybrid,20000,10,214.2
AlmostSorted,Hybrid,20000,20,186
AlmostSorted,Hybrid,20000,30,182.4
AlmostSorted,Hybrid,20000,50,164
AlmostSorted,Hybrid,20000,100,144.8
Random,Standard,20500,0,1330.8
Random,Hybrid,20500,5,951
Random,Hybrid,20500,10,872.2
Random,Hybrid,20500,20,829
Random,Hybrid,20500,30,831.2
Random,Hybrid,20500,50,780.4
Random,Hybrid,20500,100,752.8
Reversed,Standard,20500,0,608.4
Reversed,Hybrid,20500,5,283
Reversed,Hybrid,20500,10,235
Reversed,Hybrid,20500,20,239
Reversed,Hybrid,20500,30,233.4
Reversed,Hybrid,20500,50,261.2
Reversed,Hybrid,20500,100,383.4
AlmostSorted,Standard,20500,0,625.4
AlmostSorted,Hybrid,20500,5,287.6
AlmostSorted,Hybrid,20500,10,228.6
AlmostSorted,Hybrid,20500,20,190
AlmostSorted,Hybrid,20500,30,198.4
AlmostSorted,Hybrid,20500,50,169
AlmostSorted,Hybrid,20500,100,159.6
Random,Standard,21000,0,1412.8
Random,Hybrid,21000,5,1013.4
Random,Hybrid,21000,10,937.2
Random,Hybrid,21000,20,882
Random,Hybrid,21000,30,841.4
Random,Hybrid,21000,50,788.8
Random,Hybrid,21000,100,768.8
Reversed,Standard,21000,0,619
Reversed,Hybrid,21000,5,294
Reversed,Hybrid,21000,10,253.6
Reversed,Hybrid,21000,20,233.4
Reversed,Hybrid,21000,30,234.8
Reversed,Hybrid,21000,50,270.8
Reversed,Hybrid,21000,100,384.4
AlmostSorted,Standard,21000,0,649.2
AlmostSorted,Hybrid,21000,5,298.4
AlmostSorted,Hybrid,21000,10,238.2
AlmostSorted,Hybrid,21000,20,209.6
AlmostSorted,Hybrid,21000,30,193.2
AlmostSorted,Hybrid,21000,50,178.8
AlmostSorted,Hybrid,21000,100,154.2
Random,Standard,21500,0,1407.6
Random,Hybrid,21500,5,1065.4
Random,Hybrid,21500,10,953.8
Random,Hybrid,21500,20,900
Random,Hybrid,21500,30,856.6
Random,Hybrid,21500,50,793.6
Random,Hybrid,21500,100,775.4
Reversed,Standard,21500,0,629.8
Reversed,Hybrid,21500,5,313.2
Reversed,Hybrid,21500,10,362
Reversed,Hybrid,21500,20,238
Reversed,Hybrid,21500,30,240.4
Reversed,Hybrid,21500,50,278.4
Reversed,Hybrid,21500,100,397.4
AlmostSorted,Standard,21500,0,649.8
AlmostSorted,Hybrid,21500,5,311.6
AlmostSorted,Hybrid,21500,10,254.8
AlmostSorted,Hybrid,21500,20,234.4
AlmostSorted,Hybrid,21500,30,203.4
AlmostSorted,Hybrid,21500,50,172.6
AlmostSorted,Hybrid,21500,100,157
Random,Standard,22000,0,1448.4
Random,Hybrid,22000,5,1070
Random,Hybrid,22000,10,1006.2
Random,Hybrid,22000,20,934.6
Random,Hybrid,22000,30,881
Random,Hybrid,22000,50,838.4
Random,Hybrid,22000,100,821.2
Reversed,Standard,22000,0,656
Reversed,Hybrid,22000,5,329
Reversed,Hybrid,22000,10,278.4
Reversed,Hybrid,22000,20,249.8
Reversed,Hybrid,22000,30,259
Reversed,Hybrid,22000,50,296.4
Reversed,Hybrid,22000,100,512.6
AlmostSorted,Standard,22000,0,684.2
AlmostSorted,Hybrid,22000,5,331.6
AlmostSorted,Hybrid,22000,10,284.6
AlmostSorted,Hybrid,22000,20,241.4
AlmostSorted,Hybrid,22000,30,202.8
AlmostSorted,Hybrid,22000,50,181
AlmostSorted,Hybrid,22000,100,212.8
Random,Standard,22500,0,1565.6
Random,Hybrid,22500,5,1124.6
Random,Hybrid,22500,10,1081.6
Random,Hybrid,22500,20,981.8
Random,Hybrid,22500,30,929.4
Random,Hybrid,22500,50,911
Random,Hybrid,22500,100,903.6
Reversed,Standard,22500,0,704.4
Reversed,Hybrid,22500,5,380.2
Reversed,Hybrid,22500,10,351.2
Reversed,Hybrid,22500,20,397
Reversed,Hybrid,22500,30,307
Reversed,Hybrid,22500,50,377.6
Reversed,Hybrid,22500,100,568.8
AlmostSorted,Standard,22500,0,732.4
AlmostSorted,Hybrid,22500,5,384.4
AlmostSorted,Hybrid,22500,10,322.4
AlmostSorted,Hybrid,22500,20,296.2
AlmostSorted,Hybrid,22500,30,237.6
AlmostSorted,Hybrid,22500,50,208.6
AlmostSorted,Hybrid,22500,100,215.4
Random,Standard,23000,0,1537
Random,Hybrid,23000,5,1171.4
Random,Hybrid,23000,10,1083
Random,Hybrid,23000,20,1024.2
Random,Hybrid,23000,30,968.6
Random,Hybrid,23000,50,916.6
Random,Hybrid,23000,100,907
Reversed,Standard,23000,0,724.8
Reversed,Hybrid,23000,5,391.6
Reversed,Hybrid,23000,10,339.6
Reversed,Hybrid,23000,20,307.6
Reversed,Hybrid,23000,30,321.4
Reversed,Hybrid,23000,50,396.8
Reversed,Hybrid,23000,100,580
AlmostSorted,Standard,23000,0,765
AlmostSorted,Hybrid,23000,5,430.8
AlmostSorted,Hybrid,23000,10,338.4
AlmostSorted,Hybrid,23000,20,295.4
AlmostSorted,Hybrid,23000,30,246.8
AlmostSorted,Hybrid,23000,50,242.2
AlmostSorted,Hybrid,23000,100,220.4
Random,Standard,23500,0,1609.2
Random,Hybrid,23500,5,1222.2
Random,Hybrid,23500,10,1222.2
Random,Hybrid,23500,20,1031
Random,Hybrid,23500,30,975.8
Random,Hybrid,23500,50,962.6
Random,Hybrid,23500,100,897.8
Reversed,Standard,23500,0,722
Reversed,Hybrid,23500,5,399.2
Reversed,Hybrid,23500,10,345
Reversed,Hybrid,23500,20,316.2
Reversed,Hybrid,23500,30,389.2
Reversed,Hybrid,23500,50,388.6
Reversed,Hybrid,23500,100,597.4
AlmostSorted,Standard,23500,0,754
AlmostSorted,Hybrid,23500,5,425.6
AlmostSorted,Hybrid,23500,10,361.8
AlmostSorted,Hybrid,23500,20,286.4
AlmostSorted,Hybrid,23500,30,257.6
AlmostSorted,Hybrid,23500,50,226.4
AlmostSorted,Hybrid,23500,100,210
Random,Standard,24000,0,1640.4
Random,Hybrid,24000,5,1254.6
Random,Hybrid,24000,10,1142.4
Random,Hybrid,24000,20,1071.4
Random,Hybrid,24000,30,987.4
Random,Hybrid,24000,50,951
Random,Hybrid,24000,100,988.4
Reversed,Standard,24000,0,769.2
Reversed,Hybrid,24000,5,513.6
Reversed,Hybrid,24000,10,365.8
Reversed,Hybrid,24000,20,328.4
Reversed,Hybrid,24000,30,351.4
Reversed,Hybrid,24000,50,433
Reversed,Hybrid,24000,100,614.6
AlmostSorted,Standard,24000,0,767
AlmostSorted,Hybrid,24000,5,436.8
AlmostSorted,Hybrid,24000,10,431.4
AlmostSorted,Hybrid,24000,20,290.6
AlmostSorted,Hybrid,24000,30,257
AlmostSorted,Hybrid,24000,50,233.8
AlmostSorted,Hybrid,24000,100,227.6
Random,Standard,24500,0,1648.4
Random,Hybrid,24500,5,1294.2
Random,Hybrid,24500,10,1191
Random,Hybrid,24500,20,1088.6
Random,Hybrid,24500,30,1024
Random,Hybrid,24500,50,986
Random,Hybrid,24500,100,989.8
Reversed,Standard,24500,0,780.8
Reversed,Hybrid,24500,5,441.2
Reversed,Hybrid,24500,10,354.2
Reversed,Hybrid,24500,20,323.2
Reversed,Hybrid,24500,30,346.6
Reversed,Hybrid,24500,50,420.6
Reversed,Hybrid,24500,100,666.6
AlmostSorted,Standard,24500,0,798
AlmostSorted,Hybrid,24500,5,457.8
AlmostSorted,Hybrid,24500,10,345.2
AlmostSorted,Hybrid,24500,20,294.4
AlmostSorted,Hybrid,24500,30,259.8
AlmostSorted,Hybrid,24500,50,232.4
AlmostSorted,Hybrid,24500,100,227.6
Random,Standard,25000,0,1696.8
Random,Hybrid,25000,5,1300
Random,Hybrid,25000,10,1196.6
Random,Hybrid,25000,20,1097.6
Random,Hybrid,25000,30,1044
Random,Hybrid,25000,50,997.4
Random,Hybrid,25000,100,1007
Reversed,Standard,25000,0,767.6
Reversed,Hybrid,25000,5,467.6
Reversed,Hybrid,25000,10,370.6
Reversed,Hybrid,25000,20,337.4
Reversed,Hybrid,25000,30,357.2
Reversed,Hybrid,25000,50,451.8
Reversed,Hybrid,25000,100,641.4
AlmostSorted,Standard,25000,0,813.2
AlmostSorted,Hybrid,25000,5,459.4
AlmostSorted,Hybrid,25000,10,358
AlmostSorted,Hybrid,25000,20,299.8
AlmostSorted,Hybrid,25000,30,270.6
AlmostSorted,Hybrid,25000,50,245.2
AlmostSorted,Hybrid,25000,100,221.6
Random,Standard,25500,0,1725
Random,Hybrid,25500,5,1339.4
Random,Hybrid,25500,10,1277.2
Random,Hybrid,25500,20,1193.2
Random,Hybrid,25500,30,1102
Random,Hybrid,25500,50,1063.6
Random,Hybrid,25500,100,1019
Reversed,Standard,25500,0,851.4
Reversed,Hybrid,25500,5,469.4
Reversed,Hybrid,25500,10,425
Reversed,Hybrid,25500,20,446
Reversed,Hybrid,25500,30,455.2
Reversed,Hybrid,25500,50,579.4
Reversed,Hybrid,25500,100,705.8
AlmostSorted,Standard,25500,0,914.4
AlmostSorted,Hybrid,25500,5,462.2
AlmostSorted,Hybrid,25500,10,377.8
AlmostSorted,Hybrid,25500,20,303.4
AlmostSorted,Hybrid,25500,30,269.6
AlmostSorted,Hybrid,25500,50,248
AlmostSorted,Hybrid,25500,100,228.2
Random,Standard,26000,0,1810.2
Random,Hybrid,26000,5,1381.2
Random,Hybrid,26000,10,1234
Random,Hybrid,26000,20,1143.6
Random,Hybrid,26000,30,1091.2
Random,Hybrid,26000,50,1068.4
Random,Hybrid,26000,100,1039.2
Reversed,Standard,26000,0,805.4
Reversed,Hybrid,26000,5,472.4
Reversed,Hybrid,26000,10,383.4
Reversed,Hybrid,26000,20,351.6
Reversed,Hybrid,26000,30,377.8
Reversed,Hybrid,26000,50,397.8
Reversed,Hybrid,26000,100,498.8
AlmostSorted,Standard,26000,0,950
AlmostSorted,Hybrid,26000,5,509.2
AlmostSorted,Hybrid,26000,10,392.4
AlmostSorted,Hybrid,26000,20,325.2
AlmostSorted,Hybrid,26000,30,312.4
AlmostSorted,Hybrid,26000,50,298.2
AlmostSorted,Hybrid,26000,100,263.6
Random,Standard,26500,0,2012
Random,Hybrid,26500,5,1801.4
Random,Hybrid,26500,10,1363.2
Random,Hybrid,26500,20,1225
Random,Hybrid,26500,30,1131.4
Random,Hybrid,26500,50,1111
Random,Hybrid,26500,100,1069.2
Reversed,Standard,26500,0,828
Reversed,Hybrid,26500,5,484.6
Reversed,Hybrid,26500,10,385
Reversed,Hybrid,26500,20,352.8
Reversed,Hybrid,26500,30,365.6
Reversed,Hybrid,26500,50,423.2
Reversed,Hybrid,26500,100,551.6
AlmostSorted,Standard,26500,0,862.4
AlmostSorted,Hybrid,26500,5,483.2
AlmostSorted,Hybrid,26500,10,384.4
AlmostSorted,Hybrid,26500,20,325.8
AlmostSorted,Hybrid,26500,30,305.8
AlmostSorted,Hybrid,26500,50,290.2
AlmostSorted,Hybrid,26500,100,260.4
Random,Standard,27000,0,1858.2
Random,Hybrid,27000,5,1420.4
Random,Hybrid,27000,10,1299
Random,Hybrid,27000,20,1239
Random,Hybrid,27000,30,1140.8
Random,Hybrid,27000,50,1145.6
Random,Hybrid,27000,100,1106.2
Reversed,Standard,27000,0,849.8
Reversed,Hybrid,27000,5,481.2
Reversed,Hybrid,27000,10,398.6
Reversed,Hybrid,27000,20,381.6
Reversed,Hybrid,27000,30,394
Reversed,Hybrid,27000,50,399
Reversed,Hybrid,27000,100,472.8
AlmostSorted,Standard,27000,0,886.4
AlmostSorted,Hybrid,27000,5,488.6
AlmostSorted,Hybrid,27000,10,404.6
AlmostSorted,Hybrid,27000,20,331.4
AlmostSorted,Hybrid,27000,30,303
AlmostSorted,Hybrid,27000,50,287.4
AlmostSorted,Hybrid,27000,100,265.2
Random,Standard,27500,0,1880
Random,Hybrid,27500,5,1448
Random,Hybrid,27500,10,1357.4
Random,Hybrid,27500,20,1224
Random,Hybrid,27500,30,1145
Random,Hybrid,27500,50,1199.6
Random,Hybrid,27500,100,1107.8
Reversed,Standard,27500,0,862.8
Reversed,Hybrid,27500,5,514.2
Reversed,Hybrid,27500,10,410.6
Reversed,Hybrid,27500,20,367
Reversed,Hybrid,27500,30,406.6
Reversed,Hybrid,27500,50,392.8
Reversed,Hybrid,27500,100,498.6
AlmostSorted,Standard,27500,0,905.8
AlmostSorted,Hybrid,27500,5,507.6
AlmostSorted,Hybrid,27500,10,394
AlmostSorted,Hybrid,27500,20,341.6
AlmostSorted,Hybrid,27500,30,298
AlmostSorted,Hybrid,27500,50,309.6
AlmostSorted,Hybrid,27500,100,273.4
Random,Standard,28000,0,1903.4
Random,Hybrid,28000,5,1470.6
Random,Hybrid,28000,10,1349.4
Random,Hybrid,28000,20,1245.4
Random,Hybrid,28000,30,1323.6
Random,Hybrid,28000,50,1192.4
Random,Hybrid,28000,100,1133.4
Reversed,Standard,28000,0,883.2
Reversed,Hybrid,28000,5,503
Reversed,Hybrid,28000,10,415.6
Reversed,Hybrid,28000,20,379.8
Reversed,Hybrid,28000,30,406
Reversed,Hybrid,28000,50,410.2
Reversed,Hybrid,28000,100,510.2
AlmostSorted,Standard,28000,0,925.2
AlmostSorted,Hybrid,28000,5,510.8
AlmostSorted,Hybrid,28000,10,410
AlmostSorted,Hybrid,28000,20,346.4
AlmostSorted,Hybrid,28000,30,372.6
AlmostSorted,Hybrid,28000,50,302.8
AlmostSorted,Hybrid,28000,100,273.2
Random,Standard,28500,0,1903.2
Random,Hybrid,28500,5,1474.8
Random,Hybrid,28500,10,1344.4
Random,Hybrid,28500,20,1331.6
Random,Hybrid,28500,30,1264.2
Random,Hybrid,28500,50,1334.8
Random,Hybrid,28500,100,1228.4
Reversed,Standard,28500,0,977.8
Reversed,Hybrid,28500,5,562.6
Reversed,Hybrid,28500,10,500.8
Reversed,Hybrid,28500,20,419.2
Reversed,Hybrid,28500,30,423.6
Reversed,Hybrid,28500,50,461.4
Reversed,Hybrid,28500,100,532.2
AlmostSorted,Standard,28500,0,984.8
AlmostSorted,Hybrid,28500,5,505.4
AlmostSorted,Hybrid,28500,10,400.6
AlmostSorted,Hybrid,28500,20,354.8
AlmostSorted,Hybrid,28500,30,308.4
AlmostSorted,Hybrid,28500,50,310.2
AlmostSorted,Hybrid,28500,100,279
Random,Standard,29000,0,1973.2
Random,Hybrid,29000,5,1521
Random,Hybrid,29000,10,1366.4
Random,Hybrid,29000,20,1270.8
Random,Hybrid,29000,30,1215.4
Random,Hybrid,29000,50,1209.4
Random,Hybrid,29000,100,1191.2
Reversed,Standard,29000,0,900.2
Reversed,Hybrid,29000,5,494
Reversed,Hybrid,29000,10,401.8
Reversed,Hybrid,29000,20,378
Reversed,Hybrid,29000,30,399.6
Reversed,Hybrid,29000,50,430.2
Reversed,Hybrid,29000,100,472.8
AlmostSorted,Standard,29000,0,928.8
AlmostSorted,Hybrid,29000,5,495.6
AlmostSorted,Hybrid,29000,10,390.6
AlmostSorted,Hybrid,29000,20,343.2
AlmostSorted,Hybrid,29000,30,317.8
AlmostSorted,Hybrid,29000,50,283.6
AlmostSorted,Hybrid,29000,100,265.8
Random,Standard,29500,0,1968.4
Random,Hybrid,29500,5,1521.2
Random,Hybrid,29500,10,1370.2
Random,Hybrid,29500,20,1294
Random,Hybrid,29500,30,1201.8
Random,Hybrid,29500,50,1211.4
Random,Hybrid,29500,100,1178.4
Reversed,Standard,29500,0,898.6
Reversed,Hybrid,29500,5,488.4
Reversed,Hybrid,29500,10,425
Reversed,Hybrid,29500,20,381.8
Reversed,Hybrid,29500,30,411.4
Reversed,Hybrid,29500,50,394.6
Reversed,Hybrid,29500,100,492.8
AlmostSorted,Standard,29500,0,927
AlmostSorted,Hybrid,29500,5,583.8
AlmostSorted,Hybrid,29500,10,389.4
AlmostSorted,Hybrid,29500,20,344.6
AlmostSorted,Hybrid,29500,30,307.8
AlmostSorted,Hybrid,29500,50,291.8
AlmostSorted,Hybrid,29500,100,284.6
Random,Standard,30000,0,2116.8
Random,Hybrid,30000,5,1607.6
Random,Hybrid,30000,10,1554
Random,Hybrid,30000,20,1323.6
Random,Hybrid,30000,30,1320.8
Random,Hybrid,30000,50,1245.2
Random,Hybrid,30000,100,1345
Reversed,Standard,30000,0,920.2
Reversed,Hybrid,30000,5,513.8
Reversed,Hybrid,30000,10,547.2
Reversed,Hybrid,30000,20,372.8
Reversed,Hybrid,30000,30,405.4
Reversed,Hybrid,30000,50,395.8
Reversed,Hybrid,30000,100,486.2
AlmostSorted,Standard,30000,0,943.8
AlmostSorted,Hybrid,30000,5,516
AlmostSorted,Hybrid,30000,10,410.2
AlmostSorted,Hybrid,30000,20,346.8
AlmostSorted,Hybrid,30000,30,298
AlmostSorted,Hybrid,30000,50,300.6
AlmostSorted,Hybrid,30000,100,269.2
